"","x"
"1",0.896697200136259
"2",0.2655086631421
"3",0.37212389963679
"4",0.572853363351896
"5",0.908207789994776
"6",0.201681931037456
"7",0.898389684967697
"8",0.944675268605351
"9",0.660797792486846
"10",0.62911404389888
"11",0.0617862704675645
"12",0.205974574899301
"13",0.176556752528995
"14",0.687022846657783
"15",0.384103718213737
"16",0.769841419998556
"17",0.497699242085218
"18",0.717618508264422
"19",0.991906094830483
"20",0.380035179434344
"21",0.777445221319795
"22",0.934705231105909
"23",0.212142521282658
"24",0.651673766085878
"25",0.125555095961317
"26",0.267220668727532
"27",0.386114092543721
"28",0.0133903331588954
"29",0.382387957070023
"30",0.86969084572047
"31",0.34034899668768
"32",0.482080115471035
"33",0.599565825425088
"34",0.493541307048872
"35",0.186217601411045
"36",0.827373318606988
"37",0.668466738192365
"38",0.79423986072652
"39",0.107943625887856
"40",0.723710946040228
"41",0.411274429643527
"42",0.820946294115856
"43",0.647060193819925
"44",0.78293276228942
"45",0.553036311641335
"46",0.529719580197707
"47",0.789356231689453
"48",0.023331202333793
"49",0.477230065036565
"50",0.7323137386702
"51",0.692731556482613
"52",0.477619622135535
"53",0.8612094768323
"54",0.438097107224166
"55",0.244797277031466
"56",0.0706790471449494
"57",0.0994661601725966
"58",0.31627170718275
"59",0.518634263193235
"60",0.662005076417699
"61",0.406830187188461
"62",0.912875924259424
"63",0.293603372760117
"64",0.459065726259723
"65",0.332394674187526
"66",0.65087046707049
"67",0.258016780717298
"68",0.478545248275623
"69",0.766310670645908
"70",0.0842469143681228
"71",0.875321330036968
"72",0.339072937844321
"73",0.839440350187942
"74",0.34668348915875
"75",0.333774930797517
"76",0.476351245073602
"77",0.892198335845023
"78",0.864339470630512
"79",0.389989543473348
"80",0.777320698834956
"81",0.960617997217923
"82",0.434659484773874
"83",0.712514678714797
"84",0.399994368897751
"85",0.325352151878178
"86",0.757087148027495
"87",0.202692255144939
"88",0.711121222469956
"89",0.121691921027377
"90",0.245488513959572
"91",0.14330437942408
"92",0.239629415096715
"93",0.0589343772735447
"94",0.642288258532062
"95",0.876269212691113
"96",0.778914677444845
"97",0.79730882588774
"98",0.455274453619495
"99",0.410084082046524
"100",0.810870242770761
"101",0.604933290276676
"102",0.654723928077146
"103",0.353197271935642
"104",0.270260145887733
"105",0.99268406117335
"106",0.633493264438584
"107",0.213208135217428
"108",0.129372348077595
"109",0.478118034312502
"110",0.924074469832703
"111",0.59876096714288
"112",0.976170694921166
"113",0.731792511884123
"114",0.356726912083104
"115",0.431473690550774
"116",0.148211560677737
"117",0.0130775754805654
"118",0.715566066093743
"119",0.103184235747904
"120",0.446284348610789
"121",0.640101045137271
"122",0.991838620044291
