"","x"
"1",0.111317515606061
"2",0.210602745879441
"3",0.114786378573626
"4",0.145364066585898
"5",0.309932197909802
"6",0.150242058327422
"7",0.526681731687859
"8",0.117897983407602
"9",0.477292852010578
"10",0.768999438267201
"11",0.600862484890968
"12",0.299795516533777
"13",0.654534135246649
"14",0.381161015247926
"15",0.743714642245322
"16",0.681525232736021
"17",0.269260824657977
"18",0.401918678544462
"19",0.502691274043173
"20",0.896042264299467
"21",0.0882703189272434
"22",0.637176174437627
"23",0.989099915837869
"24",0.806018827715889
"25",0.40488648111932
"26",0.316000861581415
"27",0.830362546257675
"28",0.117322327103466
"29",0.748239763546735
"30",0.764352323720232
"31",0.766076245578006
"32",0.468030723277479
"33",0.154777007410303
"34",0.450960233807564
"35",0.024198698811233
"36",0.460394544294104
"37",0.0742019026074558
"38",0.201928117778152
"39",0.655622644582763
"40",0.968399830162525
"41",0.829032885143533
"42",0.30910212197341
"43",0.070159423397854
"44",0.102032589958981
"45",0.346477123908699
"46",0.174393753288314
"47",0.732569120591506
"48",0.703135221498087
"49",0.790021845372394
"50",0.0529647120274603
"51",0.458106603007764
"52",0.375600314000621
"53",0.610441608820111
"54",0.337329048896208
"55",0.908248905558139
"56",0.428240372799337
"57",0.767714571207762
"58",0.788668910507113
"59",0.770080067915842
"60",0.22544926032424
"61",0.377989978529513
"62",0.570550044300035
"63",0.203922072425485
"64",0.582519361749291
"65",0.221211255295202
"66",0.789052292471752
"67",0.364642111351714
"68",0.0553470037411898
"69",0.591026697773486
"70",0.945154511136934
"71",0.181599651928991
"72",0.691205632174388
"73",0.199470458319411
"74",0.643419501604512
"75",0.235715673537925
"76",0.340708540519699
"77",0.321768287336454
"78",0.823127693263814
"79",0.114114221883938
"80",0.806347776204348
"81",0.247968718642369
"82",0.764899569563568
"83",0.660690680146217
"84",0.665408580331132
"85",0.100893584545702
"86",0.623280549887568
"87",0.113505661254749
"88",0.775032605044544
"89",0.477425639750436
"90",0.42498384648934
"91",0.692487466149032
"92",0.647003369173035
"93",0.260272346669808
"94",0.341551333200186
"95",0.725320388562977
"96",0.395084137562662
"97",0.105999561492354
"98",0.534372187685221
"99",0.189383594552055
"100",0.421321979723871
"101",0.345478000352159
"102",0.712631129194051
"103",0.707320263842121
"104",0.672624725382775
"105",0.90574000030756
"106",0.394525221548975
"107",0.294139176374301
"108",0.376804565312341
"109",0.337249786825851
"110",0.270666822325438
"111",0.130359004018828
"112",0.546299971407279
"113",0.240732188802212
"114",0.210665272548795
"115",0.886820785468444
