"","x"
"1",5.58575004561563
"2",0.102188874657456
"3",3.09460294419057
"4",5.03446182836623
"5",1.11334995013817
"6",0.102330515650354
"7",1.38782063436129
"8",8.40345363040339
"9",5.08158100578411
"10",4.48223752268516
"11",0.0356356086631684
"12",0.154037308542172
"13",1.39509436320525
"14",0.768706752423076
"15",3.84520164777565
"16",7.18741779638862
"17",4.16710631318523
"18",5.10644388572773
"19",5.61469958887324
"20",1.46073148070761
"21",0.21714334467444
"22",2.30619180472936
"23",0.67548820945215
"24",2.39677031696134
"25",1.48959840265728
"26",1.34339849754409
"27",2.89384558745844
"28",-0.273938178392885
"29",2.32308771811054
"30",9.61472009476762
"31",2.6768091939578
"32",1.57582102464282
"33",4.33456985396167
"34",0.938784962920592
"35",1.66832364739565
"36",2.06846143116414
"37",4.20656775214648
"38",3.20608063411357
"39",0.0843492090068787
"40",1.85494663814568
"41",3.82253469037727
"42",0.188988334887017
"43",0.457277626507157
"44",6.18888877250794
"45",4.32607504762176
"46",5.23826284164908
"47",5.87183896584467
"48",0.00959323981432589
"49",2.00774848801131
"50",2.95778135503688
"51",6.8777724887662
"52",0.427760438107648
"53",2.46675241533049
"54",0.676516567746315
"55",3.0181037559737
"56",0.356145967422993
"57",0.18282878696459
"58",1.78055969465275
"59",0.0263281758381086
"60",5.00132213849578
"61",0.329021558703669
"62",0.550964761772573
"63",1.0903769560937
"64",0.606786056452672
"65",5.75466423816011
"66",2.88529568013974
"67",0.893904361564436
"68",2.08637074433271
"69",1.3061981610565
"70",0.494310396405517
"71",2.04340556613367
"72",0.684629958394242
"73",0.25491923317083
"74",1.10627130989428
"75",2.50539172465734
"76",2.36611367554402
"77",5.43517418191671
"78",0.388499568968757
"79",2.12931364255369
"80",2.98431653880492
"81",4.24522575352413
"82",3.61622549594793
"83",4.18620384092566
"84",2.76805939058236
"85",1.68552913099065
"86",0.599850064384604
"87",2.01324380406342
"88",7.06568494376942
"89",1.13317690722198
"90",1.77538293095615
"91",0.829246260316782
"92",1.05045686250659
"93",0.0135974550505405
"94",1.50532547641132
"95",1.72672453838177
"96",1.40756560607919
"97",0.229875993519199
"98",1.24128367893006
"99",0.482429219398167
"100",2.41781017528833
"101",3.41443657741576
"102",1.7331222402234
"103",2.42363520331925
"104",0.552593151542693
"105",0.0619362529045387
"106",0.622640564633477
"107",1.04506677767239
"108",0.128849130559197
"109",3.03950764694161
"110",0.20774647360355
"111",3.45487819457913
"112",8.31980764792747
"113",6.26631807345916
"114",1.25407565635233
"115",0.899803261590006
"116",0.0553073415052544
"117",1.40653473745656
"118",1.94879695514986
"119",0.0507030572292607
"120",0.259033746043538
"121",5.38809413587989
"122",0.498536420736754
"123",4.93555642465415
"124",2.95304784074876
"125",0.591941310440147
"126",2.73803577529483
"127",5.39528719959788
"128",0.844652338447583
"129",2.37362969147939
"130",2.78052971804104
"131",3.19435188236695
"132",4.56172352857231
"133",1.53560162545402
"134",1.08527898964672
"135",0.251642102401847
"136",8.53784004731253
"137",1.05479278935948
"138",2.5253782757721
"139",2.42207797537275
"140",3.90722807192365
"141",4.17819713645215
"142",5.76540938710766
"143",1.5658088992894
"144",2.22954642328387
"145",0.865171847029392
"146",5.6241049403848
"147",1.70671463335426
"148",0.411861624689116
"149",4.9006511188043
"150",-0.235789965638843
"151",7.24164687267943
"152",4.57454012046793
"153",3.73567473699328
"154",0.314049740474604
"155",3.91104567271986
"156",2.55990329604056
"157",1.55488674727325
"158",0.55750550504538
"159",0.116165367403185
"160",2.56086607704633
"161",0.573171681201443
"162",1.20919726292117
"163",0.965162074146013
"164",2.31818577937158
"165",6.71364023865203
"166",7.73010829208695
"167",1.25174201452183
"168",1.53475893274216
"169",4.11439619709107
"170",1.09376476286807
"171",3.53626607832338
"172",5.11922994332271
"173",9.05370525564373
"174",1.57072377319758
"175",2.86349071349492
"176",0.257094939349
"177",3.13075116152067
"178",1.67144481142676
"179",2.91242166432318
"180",1.09525544029703
"181",5.10089287351874
"182",2.29401922176476
"183",0.371395190357396
"184",2.91008291531378
"185",3.26818365164045
"186",2.97376659142655
"187",0.44988243051444
"188",5.09925111256092
"189",0.063694680791308
"190",0.393759751719134
"191",2.49082250340135
"192",5.76940944294974
"193",1.59910434562289
"194",-0.308833474311348
"195",5.14841869561232
"196",2.35063331905283
"197",0.276567296456196
"198",1.5940537809056
"199",6.29590029365983
"200",3.66655884136915
"201",5.02001942980211
"202",1.90347554090263
"203",2.48596116064988
"204",4.84463049365261
"205",1.66430816268057
"206",0.903799898383922
"207",1.80594249244177
"208",1.26358718513255
"209",-0.0463828424442883
"210",1.4653604638353
"211",7.49608439062361
"212",5.79634693772618
"213",0.276394349473165
"214",5.19283156417085
"215",8.89799435593154
"216",3.88249964701546
"217",2.03711473535714
"218",4.3179851499713
"219",7.08563797266929
"220",2.74029227353822
"221",0.0536247209905566
"222",0.663549129540488
"223",1.61556034081587
"224",0.565033795530102
"225",0.269275892625294
"226",7.91846013804622
"227",5.48569493320438
"228",1.41051389784607
"229",0.108283651653208
"230",2.73542319472577
"231",3.54746558923683
"232",1.55258704721042
"233",0.621471871966358
"234",1.53832689841885
"235",0.73490525049541
"236",1.3218625541672
"237",3.81158530814202
"238",4.27654678969173
"239",4.76100466882535
"240",1.51006681564299
"241",1.83650007809334
"242",0.153304123676395
"243",2.3539697025837
"244",7.26968514555839
"245",0.519258405481207
"246",1.98427908652244
"247",2.06663032782871
"248",1.35009046161915
"249",0.334908829292006
"250",2.13142472087562
"251",1.7252569209654
"252",2.90549057558512
"253",0.294601359595615
"254",3.22908156025872
"255",5.32651896287774
"256",1.53982334412062
"257",0.566313038447117
"258",1.15528738084861
"259",1.4814926126489
"260",1.79049131760188
"261",0.458234336168425
"262",2.28200232580816
"263",1.70358329235502
"264",2.74497578704802
"265",0.170025216041405
"266",1.26567060361124
"267",0.668277018505647
"268",-0.411056789297271
"269",6.27560205817162
"270",3.39701139207861
"271",0.0371733197040891
"272",1.08686380550321
"273",0.342759764206147
"274",0.0949427580571085
"275",0.839593010451449
"276",0.115365003424237
"277",0.251875090233123
"278",2.00974898452523
"279",0.735558423782496
"280",4.07798847829943
"281",0.784372496072265
"282",0.194682697803915
"283",3.19263225724774
"284",6.93514896480639
"285",0.972720279467827
"286",-0.00171100150044234
"287",1.09717830639072
"288",0.321630951219527
"289",1.47078754150933
"290",0.0809978721348951
"291",2.06550810146393
"292",1.12949429778105
"293",0.0165600363820801
"294",9.69930110765446
"295",0.42078252537269
"296",0.341515114505268
"297",1.35589942447521
"298",0.00952383320754121
"299",-1.01662512106997
"300",-0.0526936139193809
"301",3.4491475756525
"302",0.467746637295848
"303",2.4927045596311
"304",3.73873705047458
"305",1.86129935154068
"306",0.91085120960055
"307",3.21500497771421
"308",0.130483376629712
"309",7.58512314935337
"310",0.463323254526918
"311",1.28404834473235
"312",0.483429947603923
"313",0.629035078505301
"314",3.5730200718332
"315",4.88502126201758
"316",-0.0499431059104918
"317",0.245723427959387
"318",1.40508615878326
"319",1.26467976246343
"320",2.22985821292463
"321",2.71827649573703
"322",4.30804454474053
"323",1.22357373831625
"324",0.693318502560647
"325",5.74652696832629
"326",8.29596020069403
"327",0.67703289842171
"328",1.99358655569185
"329",1.53374308934213
"330",3.44685457254588
"331",4.82886249930436
"332",3.89643052786216
"333",0.248605760131716
"334",0.662954458952651
"335",1.66666764891552
"336",0.470945378802851
"337",1.31278510124801
"338",2.9726946724696
"339",0.757014989724505
"340",2.2913950827942
"341",2.44043330379063
"342",6.08454215714638
"343",0.0604915625119104
"344",2.86551156603048
"345",1.72196880833904
"346",3.66384729869
"347",3.36321829518705
"348",5.8122661048131
"349",0.00086721744251495
"350",1.76071885370997
"351",7.00020700798745
"352",2.32044735085558
"353",-0.237225418822284
"354",1.97473145652723
"355",4.21782234835105
"356",8.12473954049288
"357",1.43118999878992
"358",6.41269509915851
"359",-0.185863495198307
"360",4.1903518341425
"361",3.48690164199162
"362",0.359557203763898
"363",0.00833832675259702
"364",9.33749257794753
"365",3.00173704870748
"366",3.28719040145974
"367",6.78820634109594
"368",0.174386252304261
"369",4.82259222465616
"370",1.05070056602241
"371",3.70798747658687
"372",3.14446384878439
"373",2.98875953445742
"374",6.73209266542248
"375",1.68446612297691
"376",3.41337692936121
"377",2.70688809629437
"378",3.25709258783964
"379",8.47122662638441
"380",0.936429488442134
"381",2.23624811863605
"382",3.19768944920605
"383",2.9098325431675
"384",1.12534295418062
"385",6.10206015648545
"386",1.9337805429015
"387",1.56712282793103
"388",2.46774392264621
"389",0.758106017508497
"390",0.389411675836205
"391",2.01670523471013
"392",1.07403714914877
"393",0.00846054869944085
"394",7.72526128236635
"395",2.76271857750918
"396",-0.499386965965928
"397",1.0164881916698
